Id,URL,Host,Path,Status,Status Code,Method,Content Type,Client Name,Client Address,Remote Address,Request Start Time,Request End Time,Request Duration (ms),Response Start Time,Response End Time,Response Duration (ms),Duration (ms),Time Complete,Request Body Size (bytes),Response Body Size (bytes),Compressed Request Size (bytes),Compressed Response Size (bytes),Comment,Server IP Address,Server Certificate - Common Name,Server Certificate - DNSs,GraphQL Query Name
327,https://ta.shan-yu-tech.com,ta.shan-yu-tech.com,,Active,,CONNECT,,192.168.31.109,192.168.31.109:51338,ta.shan-yu-tech.com - 120.79.194.173:443,01:15:04.538,,,,,,,,0,0,0,0,,ta.shan-yu-tech.com - 120.79.194.173:443,,,
452,https://ta.shan-yu-tech.com,ta.shan-yu-tech.com,,Active,,CONNECT,,192.168.31.109,192.168.31.109:51453,ta.shan-yu-tech.com - 120.79.194.173:443,01:15:09.584,,,,,,,,0,0,0,0,,ta.shan-yu-tech.com - 120.79.194.173:443,,,
328,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51341,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.538,01:15:19.790,15251,01:15:19.790,01:15:19.790,0,15251,01:15:19.790,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
330,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51340,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.538,01:15:19.790,15251,01:15:19.790,01:15:19.790,0,15251,01:15:19.790,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
331,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51342,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.681,01:15:19.990,15309,01:15:19.990,01:15:19.990,0,15309,01:15:19.990,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
333,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51344,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.705,01:15:19.903,15199,01:15:19.903,01:15:19.903,0,15199,01:15:19.903,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
334,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51346,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.712,01:15:19.934,15222,01:15:19.934,01:15:19.934,0,15222,01:15:19.934,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
335,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51347,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.712,01:15:19.912,15200,01:15:19.912,01:15:19.912,0,15200,01:15:19.912,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
336,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51348,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.715,01:15:19.917,15202,01:15:19.917,01:15:19.917,0,15202,01:15:19.917,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
338,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51351,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.715,01:15:19.934,15219,01:15:19.934,01:15:19.934,0,15219,01:15:19.934,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
339,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51352,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.719,01:15:19.917,15198,01:15:19.917,01:15:19.917,0,15198,01:15:19.917,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
343,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51354,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.920,01:15:20.149,15229,01:15:20.149,01:15:20.149,0,15229,01:15:20.149,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
344,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51355,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.950,01:15:20.160,15210,01:15:20.160,01:15:20.160,0,15210,01:15:20.160,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
345,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51356,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.950,01:15:20.177,15227,01:15:20.177,01:15:20.177,0,15227,01:15:20.177,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
348,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51357,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.974,01:15:20.186,15212,01:15:20.186,01:15:20.186,0,15212,01:15:20.186,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
349,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51358,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.977,01:15:20.201,15224,01:15:20.201,01:15:20.201,0,15224,01:15:20.201,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
351,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51361,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.989,01:15:20.219,15231,01:15:20.219,01:15:20.219,0,15231,01:15:20.219,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
350,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51359,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.989,01:15:20.219,15231,01:15:20.219,01:15:20.219,0,15231,01:15:20.219,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
356,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51364,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.992,01:15:20.208,15216,01:15:20.208,01:15:20.208,0,15216,01:15:20.208,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
356,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51366,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.993,01:15:20.228,15235,01:15:20.228,01:15:20.228,0,15235,01:15:20.228,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
357,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51367,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:04.995,01:15:20.232,15237,01:15:20.232,01:15:20.232,0,15237,01:15:20.232,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
363,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51370,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.050,01:15:20.280,15230,01:15:20.280,01:15:20.280,0,15230,01:15:20.280,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
362,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51373,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.050,01:15:20.280,15230,01:15:20.280,01:15:20.280,0,15230,01:15:20.280,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
364,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51372,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.050,01:15:20.268,15218,01:15:20.268,01:15:20.268,0,15218,01:15:20.268,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
365,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51371,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.050,01:15:20.268,15218,01:15:20.268,01:15:20.268,0,15218,01:15:20.268,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
368,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51375,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.112,01:15:20.379,15267,01:15:20.379,01:15:20.379,0,15267,01:15:20.379,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
371,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51378,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.237,01:15:20.464,15227,01:15:20.464,01:15:20.464,0,15227,01:15:20.464,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
374,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51381,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.255,01:15:20.494,15239,01:15:20.494,01:15:20.494,0,15239,01:15:20.494,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
375,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51379,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.255,01:15:20.494,15239,01:15:20.494,01:15:20.494,0,15239,01:15:20.494,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
376,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51380,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.255,01:15:20.490,15235,01:15:20.490,01:15:20.490,0,15235,01:15:20.490,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
377,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51382,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.255,01:15:20.482,15227,01:15:20.482,01:15:20.482,0,15227,01:15:20.482,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
378,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51383,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.255,01:15:20.482,15227,01:15:20.482,01:15:20.482,0,15227,01:15:20.482,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
380,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51386,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.255,01:15:20.482,15227,01:15:20.482,01:15:20.482,0,15227,01:15:20.482,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
381,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51387,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.256,01:15:20.490,15234,01:15:20.490,01:15:20.490,0,15234,01:15:20.490,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
382,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51389,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.257,01:15:20.477,15221,01:15:20.477,01:15:20.477,0,15221,01:15:20.477,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
383,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51390,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.257,01:15:20.482,15225,01:15:20.482,01:15:20.482,0,15225,01:15:20.482,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
384,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51392,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.261,01:15:20.490,15229,01:15:20.490,01:15:20.490,0,15229,01:15:20.490,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
389,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51394,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.314,01:15:20.532,15218,01:15:20.532,01:15:20.532,0,15218,01:15:20.532,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
390,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51395,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.314,01:15:20.532,15218,01:15:20.532,01:15:20.532,0,15218,01:15:20.532,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
392,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51397,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.463,01:15:20.679,15216,01:15:20.679,01:15:20.679,0,15216,01:15:20.679,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
394,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51399,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.468,01:15:20.679,15211,01:15:20.679,01:15:20.679,0,15211,01:15:20.679,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
395,https://bugless.shan-yu-tech.com,bugless.shan-yu-tech.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51400,bugless.shan-yu-tech.com - 120.79.23.141:443,01:15:05.479,01:15:20.689,15211,01:15:20.689,01:15:20.689,0,15211,01:15:20.689,0,0,0,0,,bugless.shan-yu-tech.com - 120.79.23.141:443,,,
